Date,Model,Batch_Size,Epoch,Alpha,Ratio,Train_Accuracy,Test_Accuracy,F1_Score,Precision,Recall,comment
Mon Jun  1 15:28:25 2020,Student,64,20,0.9909999999999999,0.5,0.9590747356414795,0.595460614152203,0.6322815533980582,0.5801781737193764,0.6946666666666667,LabelledDataset- Consist_cost btw noise target
Mon Jun  1 15:28:33 2020,Teacher,64,20,0.9909999999999999,0.5,0.9590747356414795,0.6068090787716955,0.6283911671924292,0.5964071856287425,0.664,labelled Dataset- Consist_cost btw noise target
